"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J1,J2";"PinHeader_1x20_P2.54mm_Vertical";2;"Conn_01x20";;;
2;"SCOD1";"Daughter Rev 0.2";1;"Daughter Rev 0.2";;;
